epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,9.10325,0.96249,3.78738,1.35018,0.54256,0.53571,0.45199,0.41093,0.64897,5.39602,1.08684,0.00026361,0.00026361,0.00026361
2,17.8536,0.80715,1.7469,1.18708,0.66796,0.68216,0.77532,0.61042,0.7864,2.40049,1.17398,0.000531001,0.000531001,0.000531001
3,26.5947,0.81075,1.27263,1.17537,0.45695,0.66201,0.62998,0.47975,0.92743,3.05147,1.28593,0.000792992,0.000792992,0.000792992
4,35.1691,0.83285,1.2259,1.16679,0.77983,0.65776,0.78289,0.57767,0.91881,1.90445,1.33382,0.000882003,0.000882003,0.000882003
5,43.7429,0.82308,1.05464,1.13785,0.54185,0.77597,0.76352,0.59203,0.86443,1.78111,1.25933,0.000873004,0.000873004,0.000873004
6,52.2908,0.77485,0.912,1.11254,0.67182,0.8167,0.83849,0.63944,0.87935,1.46156,1.28533,0.000864004,0.000864004,0.000864004
7,60.9779,0.80529,0.89532,1.14197,0.77746,0.66452,0.78881,0.61855,0.7928,1.40798,1.19926,0.000855005,0.000855005,0.000855005
8,69.9192,0.7588,0.83744,1.11004,0.65735,0.75759,0.78353,0.62955,0.77813,1.45385,1.13453,0.000846006,0.000846006,0.000846006
9,78.5712,0.74912,0.78603,1.10203,0.79379,0.83254,0.87477,0.73555,0.69546,0.9622,1.05311,0.000837007,0.000837007,0.000837007
10,87.3748,0.72747,0.75091,1.0911,0.84526,0.73878,0.82377,0.70224,0.68489,1.13429,1.06606,0.000828008,0.000828008,0.000828008
11,96.0132,0.742,0.84005,1.10379,0.80199,0.82951,0.94118,0.78139,0.69076,1.03284,1.05365,0.000819009,0.000819009,0.000819009
12,104.792,0.70674,0.77831,1.09321,0.79729,0.87256,0.91537,0.75624,0.7208,0.93568,1.0635,0.00081001,0.00081001,0.00081001
13,113.405,0.70712,0.73253,1.06221,0.94777,0.89058,0.94545,0.79594,0.69986,0.65917,1.07655,0.000801011,0.000801011,0.000801011
14,122.216,0.69676,0.64975,1.07129,0.91213,0.88804,0.9204,0.74358,0.74101,0.81961,1.08523,0.000792012,0.000792012,0.000792012
15,130.937,0.68314,0.64339,1.06125,0.85448,0.89178,0.91305,0.77231,0.66649,0.79783,1.04784,0.000783013,0.000783013,0.000783013
16,139.67,0.6756,0.68088,1.06774,0.76401,0.79137,0.87463,0.745,0.63239,0.94364,1.02994,0.000774013,0.000774013,0.000774013
17,148.352,0.6545,0.68625,1.05358,0.88984,0.91384,0.94283,0.82989,0.5855,0.62893,0.99309,0.000765014,0.000765014,0.000765014
18,157.119,0.68622,0.68268,1.07971,0.88659,0.8674,0.9453,0.82206,0.6148,0.77477,0.99212,0.000756015,0.000756015,0.000756015
