epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,8.66158,1.01529,3.41044,1.40231,0.41394,0.69792,0.42502,0.38628,0.66831,5.00745,1.10843,0.00026361,0.00026361,0.00026361
2,17.3759,0.86707,1.70924,1.25283,0.57852,0.49712,0.49856,0.4012,0.89341,3.56427,1.28139,0.000531001,0.000531001,0.000531001
3,26.0923,0.80869,1.21994,1.1691,0.75214,0.62846,0.73878,0.60236,0.79018,1.54593,1.12971,0.000792992,0.000792992,0.000792992
4,34.7402,0.85756,1.14488,1.19032,0.63732,0.70891,0.70487,0.55118,0.86367,2.36282,1.20484,0.000882003,0.000882003,0.000882003
5,43.2658,0.79762,0.94811,1.14468,0.72805,0.69573,0.78102,0.59873,0.85096,1.87177,1.20748,0.000873004,0.000873004,0.000873004
6,51.8171,0.80773,0.92007,1.13423,0.7638,0.75737,0.85179,0.64937,0.84123,1.55555,1.20534,0.000864004,0.000864004,0.000864004
7,60.5086,0.81253,0.87197,1.14242,0.76114,0.76225,0.82406,0.59926,0.98318,1.45983,1.31468,0.000855005,0.000855005,0.000855005
8,69.1713,0.7428,0.80258,1.11072,0.73011,0.73051,0.77668,0.59968,0.81512,1.50833,1.1484,0.000846006,0.000846006,0.000846006
9,78.2078,0.75582,0.80628,1.0995,0.87785,0.87455,0.92927,0.78938,0.65016,0.83476,1.01772,0.000837007,0.000837007,0.000837007
10,86.9982,0.73877,0.72985,1.09826,0.82195,0.79014,0.86759,0.75197,0.65948,0.97208,1.03745,0.000828008,0.000828008,0.000828008
11,95.6182,0.72289,0.71191,1.09389,0.87741,0.82795,0.93857,0.78573,0.66472,0.82847,1.0364,0.000819009,0.000819009,0.000819009
12,104.23,0.72362,0.74836,1.10279,0.79537,0.88873,0.93653,0.79422,0.64471,0.77541,1.00874,0.00081001,0.00081001,0.00081001
13,113.081,0.72325,0.77646,1.08919,0.82571,0.87726,0.91769,0.77983,0.67328,0.81233,1.01226,0.000801011,0.000801011,0.000801011
14,121.784,0.69479,0.67793,1.07831,0.86846,0.83809,0.89797,0.74634,0.69452,0.88442,1.03224,0.000792012,0.000792012,0.000792012
15,130.489,0.65736,0.64757,1.05689,0.84479,0.88179,0.91683,0.75506,0.70123,0.77993,1.06032,0.000783013,0.000783013,0.000783013
16,139.235,0.71082,0.70695,1.0827,0.81939,0.84863,0.91756,0.79679,0.58322,0.86104,0.97177,0.000774013,0.000774013,0.000774013
17,148.031,0.67317,0.68766,1.0693,0.86885,0.9064,0.93035,0.80973,0.61352,0.68657,0.97773,0.000765014,0.000765014,0.000765014
18,156.727,0.69014,0.63267,1.06779,0.91463,0.88507,0.91803,0.78396,0.65262,0.71192,0.99734,0.000756015,0.000756015,0.000756015
19,165.437,0.69092,0.6762,1.07337,0.9246,0.91302,0.95955,0.83692,0.60438,0.59169,0.96888,0.000747016,0.000747016,0.000747016
20,174.328,0.67536,0.60399,1.06545,0.97439,0.93857,0.97744,0.87778,0.55489,0.48415,0.94061,0.000738017,0.000738017,0.000738017
21,183.2,0.62434,0.58223,1.03676,0.90797,0.89805,0.95051,0.83781,0.56622,0.58154,0.94728,0.000729018,0.000729018,0.000729018
22,192.027,0.62861,0.54766,1.03909,0.9538,0.93359,0.97255,0.88037,0.517,0.44995,0.91404,0.000720019,0.000720019,0.000720019
23,200.893,0.66667,0.59832,1.06476,0.88347,0.87928,0.92798,0.80594,0.59314,0.6573,0.9534,0.00071102,0.00071102,0.00071102
24,209.72,0.60422,0.56114,1.01532,0.93367,0.95815,0.97204,0.86639,0.52566,0.468,0.91901,0.000702021,0.000702021,0.000702021
25,218.768,0.57008,0.50079,1.01021,0.91249,0.9322,0.97039,0.87887,0.51639,0.51486,0.9182,0.000693022,0.000693022,0.000693022
26,227.605,0.59591,0.5406,1.02557,0.95283,0.94692,0.97712,0.86287,0.55011,0.46408,0.93782,0.000684022,0.000684022,0.000684022
27,236.379,0.59998,0.53194,1.02847,0.82699,0.8121,0.88478,0.79073,0.5415,0.84869,0.93371,0.000675023,0.000675023,0.000675023
28,245.135,0.60679,0.55332,1.02919,0.87059,0.89352,0.94528,0.84086,0.54796,0.66422,0.93322,0.000666024,0.000666024,0.000666024
29,253.975,0.61159,0.51179,1.02449,0.94009,0.92565,0.97007,0.89327,0.51098,0.46018,0.8991,0.000657025,0.000657025,0.000657025
30,262.87,0.5912,0.48681,1.01536,0.93102,0.96774,0.97404,0.87583,0.53522,0.44025,0.91847,0.000648026,0.000648026,0.000648026
31,271.656,0.58811,0.52589,1.01234,0.95219,0.98184,0.98107,0.88395,0.51923,0.4162,0.90886,0.000639027,0.000639027,0.000639027
32,280.524,0.57447,0.4987,1.01957,0.94266,0.91092,0.96615,0.88437,0.49656,0.47671,0.88872,0.000630028,0.000630028,0.000630028
33,289.365,0.56512,0.48828,0.99633,0.95786,0.94485,0.9788,0.90101,0.49784,0.40558,0.88875,0.000621029,0.000621029,0.000621029
34,298.378,0.57534,0.49784,0.99784,0.93223,0.95549,0.96842,0.87781,0.52918,0.42444,0.91319,0.00061203,0.00061203,0.00061203
35,307.25,0.57282,0.49215,0.99164,0.92217,0.94312,0.96246,0.87303,0.52873,0.47716,0.92046,0.000603031,0.000603031,0.000603031
36,316.106,0.57592,0.51832,0.99715,0.95176,0.94385,0.977,0.89899,0.49314,0.40824,0.90496,0.000594031,0.000594031,0.000594031
37,325,0.55551,0.48738,0.9983,0.91454,0.94994,0.97033,0.87562,0.51907,0.48012,0.90318,0.000585032,0.000585032,0.000585032
38,333.839,0.53691,0.46168,0.98743,0.94858,0.90476,0.96884,0.89131,0.49801,0.47617,0.89077,0.000576033,0.000576033,0.000576033
39,342.524,0.53276,0.45819,0.9882,0.96484,0.96809,0.97995,0.88092,0.51646,0.37734,0.91011,0.000567034,0.000567034,0.000567034
40,351.31,0.55861,0.46472,1.00383,0.94759,0.92766,0.97689,0.87052,0.52438,0.41046,0.91156,0.000558035,0.000558035,0.000558035
41,360.296,0.56256,0.47657,1.00459,0.96284,0.9369,0.97629,0.88119,0.54174,0.44346,0.92012,0.000549036,0.000549036,0.000549036
42,369.036,0.54867,0.45979,1.00254,0.96685,0.97145,0.97738,0.89049,0.49465,0.36651,0.89041,0.000540037,0.000540037,0.000540037
43,377.841,0.51482,0.43541,0.98252,0.96171,0.97842,0.98215,0.88747,0.49862,0.37547,0.88867,0.000531038,0.000531038,0.000531038
44,386.76,0.50919,0.42592,0.98197,0.93996,0.97042,0.97359,0.8858,0.50104,0.38778,0.89554,0.000522039,0.000522039,0.000522039
45,395.68,0.52156,0.48131,0.98164,0.94254,0.95972,0.97957,0.9002,0.46995,0.39095,0.8758,0.00051304,0.00051304,0.00051304
46,404.598,0.50606,0.42401,0.98723,0.95382,0.95423,0.97899,0.89139,0.48703,0.36451,0.89648,0.00050404,0.00050404,0.00050404
47,413.539,0.51095,0.42174,0.98401,0.95015,0.96393,0.97522,0.8926,0.48125,0.38579,0.88615,0.000495041,0.000495041,0.000495041
48,422.473,0.52502,0.43725,0.99081,0.97095,0.96975,0.98117,0.90803,0.46455,0.34653,0.87415,0.000486042,0.000486042,0.000486042
49,431.513,0.50781,0.44406,0.96942,0.96177,0.95664,0.98048,0.90742,0.46161,0.35713,0.86853,0.000477043,0.000477043,0.000477043
50,440.376,0.48896,0.41077,0.96808,0.94917,0.97383,0.97815,0.90896,0.45034,0.35884,0.87448,0.000468044,0.000468044,0.000468044
51,449.367,0.48111,0.37222,0.96333,0.96894,0.95364,0.97941,0.8925,0.4749,0.35945,0.88706,0.000459045,0.000459045,0.000459045
52,458.288,0.50551,0.42074,0.97672,0.96469,0.96699,0.98225,0.9077,0.44243,0.33013,0.87147,0.000450046,0.000450046,0.000450046
53,467.165,0.50569,0.42356,0.97868,0.94987,0.9675,0.97745,0.90174,0.45152,0.34686,0.87871,0.000441047,0.000441047,0.000441047
54,476.049,0.48641,0.41815,0.96519,0.96213,0.97024,0.98378,0.90499,0.46211,0.34129,0.87595,0.000432048,0.000432048,0.000432048
55,484.951,0.49097,0.3882,0.97164,0.96657,0.97782,0.98568,0.8994,0.46573,0.32047,0.8768,0.000423049,0.000423049,0.000423049
56,494.076,0.48098,0.37309,0.96527,0.97778,0.98109,0.98615,0.90098,0.47261,0.33043,0.87761,0.000414049,0.000414049,0.000414049
57,502.987,0.47194,0.36877,0.95151,0.96892,0.96864,0.98336,0.91002,0.46554,0.34184,0.87515,0.00040505,0.00040505,0.00040505
