epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,6.1384,0.90778,3.57248,1.31795,0.00558,0.85714,0.29956,0.26138,0.54528,3.92895,0.98268,0.00026361,0.00026361,0.00026361
2,12.0029,0.85165,3.07819,1.21561,0.00513,0.85974,0.41532,0.32704,0.90091,3.76124,1.22724,0.000531001,0.000531001,0.000531001
3,17.6555,0.91556,2.42443,1.23328,0.72331,0.08378,0.18858,0.13741,1.26976,3.9708,1.42046,0.000792992,0.000792992,0.000792992
4,23.7336,0.87464,1.91721,1.21252,0.75291,0.4714,0.58379,0.43096,0.86634,2.81731,1.18477,0.000882003,0.000882003,0.000882003
5,29.2937,0.82227,1.62995,1.16238,0.66409,0.41164,0.52906,0.39799,1.06379,2.75168,1.36164,0.000873004,0.000873004,0.000873004
6,34.9878,0.80957,1.40895,1.14448,0.70982,0.69482,0.76766,0.61556,0.80777,2.08023,1.13412,0.000864004,0.000864004,0.000864004
7,40.7206,0.80852,1.39009,1.13815,0.69746,0.65401,0.75626,0.60337,0.77524,2.04865,1.13386,0.000855005,0.000855005,0.000855005
8,46.4966,0.76788,1.23987,1.11449,0.78579,0.81174,0.85168,0.69247,0.74378,1.65454,1.06896,0.000846006,0.000846006,0.000846006
9,52.1186,0.80357,1.2015,1.13579,0.72462,0.82947,0.84218,0.6986,0.69799,1.58001,1.03063,0.000837007,0.000837007,0.000837007
10,57.8274,0.74632,1.12763,1.1157,0.78124,0.83211,0.88183,0.72142,0.73959,1.57415,1.07986,0.000828008,0.000828008,0.000828008
11,63.4765,0.73968,1.10418,1.10923,0.82526,0.69444,0.82762,0.68823,0.74424,1.86859,1.07925,0.000819009,0.000819009,0.000819009
12,69.1615,0.72296,1.04359,1.10684,0.92085,0.88889,0.95665,0.81531,0.65154,1.17126,0.98855,0.00081001,0.00081001,0.00081001
13,75.1271,0.69922,1.00092,1.06398,0.84992,0.86932,0.93683,0.80687,0.64032,1.11334,0.99551,0.000801011,0.000801011,0.000801011
14,80.7852,0.67234,0.98652,1.06313,0.91616,0.92523,0.96034,0.83399,0.63528,1.11323,0.96462,0.000792012,0.000792012,0.000792012
15,86.4624,0.68293,0.96919,1.0691,0.79058,0.81941,0.8704,0.73956,0.65015,1.41786,1.02086,0.000783013,0.000783013,0.000783013
16,92.096,0.68858,0.94974,1.08853,0.87841,0.82562,0.92586,0.80265,0.58889,1.12101,0.95762,0.000774013,0.000774013,0.000774013
17,97.7704,0.6747,0.86877,1.0657,0.89273,0.8037,0.95008,0.8349,0.5426,1.08206,0.92734,0.000765014,0.000765014,0.000765014
18,103.511,0.677,0.86205,1.07116,0.95392,0.94935,0.97247,0.85677,0.59398,0.81519,0.94206,0.000756015,0.000756015,0.000756015
19,109.093,0.65749,0.85608,1.04638,0.97059,0.92243,0.95869,0.80085,0.64262,0.92815,0.97342,0.000747016,0.000747016,0.000747016
20,114.684,0.66735,0.81181,1.06802,0.95718,0.93137,0.96872,0.84918,0.61179,0.84649,0.95244,0.000738017,0.000738017,0.000738017
21,120.248,0.66157,0.78518,1.05315,0.87075,0.91202,0.94067,0.83212,0.58213,0.93822,0.96214,0.000729018,0.000729018,0.000729018
22,125.837,0.65887,0.75981,1.05029,0.90034,0.86923,0.9371,0.81819,0.59083,0.86964,0.96003,0.000720019,0.000720019,0.000720019
23,131.89,0.64864,0.77943,1.04293,0.89148,0.93874,0.96792,0.8575,0.56912,0.77919,0.93868,0.00071102,0.00071102,0.00071102
24,137.49,0.62802,0.73063,1.03713,0.92775,0.89079,0.95016,0.8417,0.5576,0.79223,0.92719,0.000702021,0.000702021,0.000702021
25,143.035,0.599,0.72432,1.01343,0.95821,0.94594,0.97571,0.87433,0.53805,0.6675,0.90861,0.000693022,0.000693022,0.000693022
26,148.654,0.58727,0.68478,1.02023,0.97246,0.96271,0.97564,0.88062,0.52226,0.59359,0.90483,0.000684022,0.000684022,0.000684022
27,154.237,0.60258,0.70707,1.03211,0.95607,0.93622,0.97509,0.87079,0.52867,0.63628,0.92325,0.000675023,0.000675023,0.000675023
28,159.788,0.62491,0.6871,1.04106,0.92273,0.92952,0.97264,0.87374,0.53662,0.6808,0.92769,0.000666024,0.000666024,0.000666024
29,165.345,0.6071,0.64843,1.01893,0.95716,0.96556,0.98026,0.86798,0.54965,0.61163,0.94162,0.000657025,0.000657025,0.000657025
